p,lambda,rho,d,n_samples,avg_acc,avg_f1,avg_rate,avg_kll,avg_rkll,avg_rte,avg_fro,avg_spec,avg_l1,best_thr,best_cm
50,0.1,2.0,15,2000,0.724,0.14705882352941177,0.08,0.8931507245249414,0.789009253056318,0.032407512946610206,26939.97551416767,11021.020177128494,17497.631452768816,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.01)]","[array([[35,  0],
       [14,  1]]), array([[35,  0],
       [13,  2]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [13,  2]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]])]"
50,0.2,0.5,15,2000,0.72,0.125,0.06666666666666667,0.8078907217538486,0.7390568713816699,0.028533818537998745,26438.075705024,10501.56234657447,16392.62802646221,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]","[array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]])]"
50,0.2,1.0,15,2000,0.72,0.125,0.06666666666666667,0.8980707659433584,0.7931511993146814,0.031923642408444364,26894.84014729063,10924.352017568981,17684.926693551057,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]","[array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]])]"
50,0.2,2.0,15,2000,0.72,0.125,0.06666666666666667,0.763790487904852,0.6884036658156958,0.028422851614826928,25070.7123854464,10086.145642868034,16143.42793079435,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.01), np.float64(0.0), np.float64(0.0)]","[array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]]), array([[35,  0],
       [14,  1]])]"
75,0.01,0.5,15,2000,0.9693333333333332,0.9170764966093108,0.8600000000000001,0.141923951664063,0.13829117971726818,0.01006486849944178,11305.116953292141,3410.706632939011,6960.623689551388,"[np.float64(0.13), np.float64(0.22), np.float64(0.19), np.float64(0.09), np.float64(0.38), np.float64(0.11), np.float64(0.0), np.float64(0.01), np.float64(0.16), np.float64(0.25)]","[array([[59,  1],
       [ 0, 15]]), array([[60,  0],
       [ 2, 13]]), array([[60,  0],
       [ 2, 13]]), array([[60,  0],
       [ 3, 12]]), array([[60,  0],
       [ 2, 13]]), array([[60,  0],
       [ 2, 13]]), array([[60,  0],
       [ 4, 11]]), array([[60,  0],
       [ 2, 13]]), array([[59,  1],
       [ 2, 13]]), array([[60,  0],
       [ 2, 13]])]"
75,0.01,1.0,15,2000,0.9666666666666666,0.9024661478784418,0.8333333333333334,0.3103233818713079,0.29632848125187367,0.015561729424915283,16618.647518137273,5099.574333325259,10079.565242615063,"[np.float64(0.18), np.float64(0.1), np.float64(0.31), np.float64(0.06), np.float64(0.09), np.float64(0.23), np.float64(0.03), np.float64(0.17), np.float64(0.49), np.float64(0.32)]","[array([[60,  0],
       [ 2, 13]]), array([[60,  0],
       [ 1, 14]]), array([[60,  0],
       [ 2, 13]]), array([[60,  0],
       [ 7,  8]]), array([[60,  0],
       [ 3, 12]]), array([[60,  0],
       [ 5, 10]]), array([[60,  0],
       [ 3, 12]]), array([[60,  0],
       [ 0, 15]]), array([[60,  0],
       [ 0, 15]]), array([[60,  0],
       [ 2, 13]])]"
75,0.01,2.0,15,2000,0.9613333333333334,0.8974055829228244,0.8466666666666667,0.5350332505978855,0.5051042276953766,0.02362702541767011,21731.872180480812,6697.776378817082,12096.230687008461,"[np.float64(0.09), np.float64(0.09), np.float64(0.16), np.float64(0.35000000000000003), np.float64(0.0), np.float64(0.02), np.float64(0.3), np.float64(0.01), np.float64(0.05), np.float64(0.2)]","[array([[58,  2],
       [ 2, 13]]), array([[60,  0],
       [ 3, 12]]), array([[59,  1],
       [ 2, 13]]), array([[59,  1],
       [ 2, 13]]), array([[59,  1],
       [ 3, 12]]), array([[60,  0],
       [ 2, 13]]), array([[60,  0],
       [ 3, 12]]), array([[59,  1],
       [ 1, 14]]), array([[60,  0],
       [ 3, 12]]), array([[60,  0],
       [ 2, 13]])]"
75,0.05,0.5,15,2000,0.8826666666666666,0.5706015037593983,0.4133333333333334,0.6204544775911855,0.5855493350229111,0.020735007577163754,23664.579955803045,7609.36899908163,13341.876838750479,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.01), np.float64(0.0), np.float64(0.01)]","[array([[60,  0],
       [ 6,  9]]), array([[60,  0],
       [10,  5]]), array([[60,  0],
       [10,  5]]), array([[60,  0],
       [ 9,  6]]), array([[60,  0],
       [ 6,  9]]), array([[60,  0],
       [ 5, 10]]), array([[60,  0],
       [11,  4]]), array([[60,  0],
       [11,  4]]), array([[60,  0],
       [ 9,  6]]), array([[60,  0],
       [11,  4]])]"
75,0.05,1.0,15,2000,0.8826666666666666,0.5771219702359829,0.42666666666666664,0.7759965663922799,0.7327811455690437,0.023993590284964117,26478.292550696253,8657.431370882932,14400.242683912253,"[np.float64(0.0), np.float64(0.01), np.float64(0.01), np.float64(0.01), np.float64(0.01), np.float64(0.0), np.float64(0.01), np.float64(0.01), np.float64(0.0), np.float64(0.0)]","[array([[60,  0],
       [10,  5]]), array([[60,  0],
       [13,  2]]), array([[60,  0],
       [11,  4]]), array([[60,  0],
       [ 9,  6]]), array([[60,  0],
       [ 8,  7]]), array([[60,  0],
       [ 7,  8]]), array([[60,  0],
       [ 6,  9]]), array([[60,  0],
       [ 9,  6]]), array([[60,  0],
       [ 6,  9]]), array([[58,  2],
       [ 7,  8]])]"
75,0.05,2.0,15,2000,0.8693333333333333,0.5074732285258601,0.34666666666666673,0.7972169565721685,0.7635126046457884,0.02352812796415804,27301.47820401563,8623.511472896971,14457.524068447423,"[np.float64(0.01), np.float64(0.0), np.float64(0.01), np.float64(0.01), np.float64(0.01), np.float64(0.0), np.float64(0.01), np.float64(0.01), np.float64(0.0), np.float64(0.0)]","[array([[60,  0],
       [ 8,  7]]), array([[60,  0],
       [10,  5]]), array([[60,  0],
       [ 9,  6]]), array([[60,  0],
       [12,  3]]), array([[60,  0],
       [10,  5]]), array([[60,  0],
       [ 9,  6]]), array([[60,  0],
       [11,  4]]), array([[60,  0],
       [12,  3]]), array([[60,  0],
       [ 9,  6]]), array([[60,  0],
       [ 8,  7]])]"
